table_name,var_name,var_label,new_name,notes
mh_y_ksads_ed,ksads_eatingdis_raw_1155_t,Please indicate below all the different methods that you used back then to control your weight.Throwing up,wtcontrol_vomit_past,0=No; 1=Yes
mh_y_ksads_ed,ksads_eatingdis_raw_1154_t,Please indicate below all the different methods that you used back then to control your weight.Water pills,wtcontrol_waterpill_past,0=No; 1=Yes
mh_y_ksads_ed,ksads_eatingdis_raw_1153_t,Please indicate below all the different methods that you used back then to control your weight.Laxatives,wtcontrol_laxative_past,0=No; 1=Yes
mh_y_ksads_ed,ksads_eatingdis_raw_1152_t,Please indicate below all the different methods that you used back then to control your weight.Diet pills,wtcontrol_dietpills_past,0=No; 1=Yes
mh_y_ksads_ed,ksads_eatingdis_raw_1150_t,dbo.GetDynamicQuestion('2.13.6.Q2'),ksads_eatingdis_raw_1150,0=No; 1=Yes
mh_y_ksads_ed,ksads_eatingdis_raw_367_t,"Was there ever another time, for a month or longer, that you made yourself throw up once a week or more?",vomit_1xweek_past,0=No; 1=Yes
mh_y_ksads_ed,ksads_eatingdis_raw_377_t,"You said that in the past two weeks you had eating binges, when you ate way more than you needed to the point of feeling sick. When did this begin?",binge_onset,
mh_y_ksads_ed,ksads_eatingdis_raw_376_t,"You said that in the past two weeks you did things to control your weight, like exercise excessively, restrict food, took laxatives, or diet pills. When did this begin?",wtcontrol_other_onset,
mh_y_ksads_ed,ksads_eatingdis_raw_375_t,You said that in the past two weeks you made yourself throw up once a week or more. When did this begin?,vomit_onset,
mh_y_ksads_ed,ksads_eatingdis_raw_374_t,You said that in the past two weeks you worried all the time about becoming fat. When did this begin?,fowg_onset,
mh_y_ksads_ed,ksads_eatingdis_raw_373_t,"Was there ever another time, for a month or longer, that you would go on eating binges at least once a week?",binge_past_2,0=No; 1=Yes
mh_y_ksads_ed,ksads_eatingdis_raw_372_t,"Was there ever a time, for a month or longer, that you would go on eating binges at least once a week?",binge_past,0=No; 1=Yes
mh_y_ksads_ed,ksads_eatingdis_raw_371_t,"In the past two weeks, how often have you had eating binges, when you lost control of your eating and ate way more than you needed, because you were unable to stop yourself from eating?",binge_frequency,0=Not at all; 1=Rarely; 2=Several days; 3=More than half the days; 4=Nearly every day
mh_y_ksads_ed,ksads_eatingdis_raw_370_t,"Was there ever another time, for a month or longer, that you often did any of these things to control your weight?",wtcontrol_past_2,0=No; 1=Yes
mh_y_ksads_ed,ksads_eatingdis_raw_369_t,"Was there ever a time, for a month or longer, that you often did any of these things to control your weight?",wtcontrol_past,0=No; 1=Yes
mh_y_ksads_ed,ksads_eatingdis_raw_368_t,"In the past two weeks, how many days did you do other things to control your weight, like exercise excessively, restrict what you ate, take laxatives, or diet pills?",wtcontrol_other_frequency,0=Not at all; 1=Rarely; 2=Several days; 3=More than half the days; 4=Nearly every day
mh_y_ksads_ed,ksads_eatingdis_raw_398_t,"You said that in the past you did things to control your weight like exercise excessively, restrict food, took laxatives, or diet pills and had eating binges, when you ate way more than you needed to the point of feeling sick. When was that? If this was true of you more than once, let me know when it was the worst",wtcontrol_past_date,
mh_y_ksads_ed,ksads_eatingdis_raw_366_t,"Was there ever a time, for a month or longer, that you made yourself throw up once a week or more?",wtcontrol_vomit_past_criteria,0=No; 1=Yes
mh_y_ksads_ed,ksads_eatingdis_raw_365_t,"In the past two weeks, how many days have you made yourself throw up to try to control your weight or because you were upset that you ate too much?",wtcontrol_vomit_frequency,0=Not at all; 1=Rarely; 2=Several days; 3=More than half the days; 4=Nearly every day
mh_y_ksads_ed,ksads_eatingdis_raw_364_t,When were you at this height and weight?,ht_wt_past_2,
mh_y_ksads_ed,ksads_eatingdis_raw_363_t,What was your height and weight then (please make your best guess)?,ht_wt_past,
mh_y_ksads_ed,ksads_eatingdis_raw_362_t,"Was there ever another time, for a month or longer, that you worried all the time about your weight or becoming fat?",fowg_past_2,0=No; 1=Yes
mh_y_ksads_ed,ksads_eatingdis_raw_361_t,"Was there ever a time, for a month or longer, that you worried all the time about your weight or becoming fat?",fowg_past,0=No; 1=Yes
mh_y_ksads_ed,ksads_eatingdis_raw_360_t,For how long have you been around this weight?,wt_setpoint_duration,
mh_y_ksads_ed,ksads_eatingdis_raw_359_t,What is your current height and weight (please make your best guess)?,ht_wt_current,
mh_y_ksads_ed,ksads_eatingdis_raw_358_t,"These next set of questions are about your eating habits and your feelings about your shape and weight. In the past two weeks, how often have you been preoccupied with your weight or worrying a lot about being fat?",fowg,0=Not at all; 1=Rarely; 2=Several days; 3=More than half the days; 4=Nearly every day
mh_y_ksads_ed,ksads_eatingdis_raw_379_t,"You said that in the past two weeks you worried all the time about becoming fat and did things to control your weight like exercise excessively, restrict food, took laxatives, or diet pills. When did this begin?",edsympotms_aoo_1,
mh_y_ksads_ed,ksads_eatingdis_raw_397_t,"You said that in the past you made yourself throw up once a week or more and had eating binges, when you ate way more than you needed to the point of feeling sick. When was that? If this was true of you more than once, let me know when it was the worst",edsympotms_aoo_2,
mh_y_ksads_ed,ksads_eatingdis_raw_396_t,"You said that in the past you made yourself throw up once a week or more and did things to control your weight like exercise excessively, restrict food, took laxatives, or diet pills. When was that? If this was true of you more than once, let me know when it was the worst",edsympotms_aoo_3,
mh_y_ksads_ed,ksads_eatingdis_raw_395_t,"You said that in the past you worried all the time about becoming fat and had eating binges, when you ate way more than you needed to the point of feeling sick. When was that? If this was true of you more than once, let me know when it was the worst",edsympotms_aoo_4,
mh_y_ksads_ed,ksads_eatingdis_raw_394_t,"You said that in the past you worried all the time about becoming fat and did things to control your weight like exercise excessively, restrict food, took laxatives, or diet pills. When was that? If this was true of you more than once, let me know when it was the worst",edsympotms_aoo_5,
mh_y_ksads_ed,ksads_eatingdis_raw_393_t,"You said that in the past you worried all the time about becoming fat and made yourself throw up once a week or more. When was that? If this was true of you more than once, let me know when it was the worst",edsympotms_aoo_6,
mh_y_ksads_ed,ksads_eatingdis_raw_392_t,"You said that in the past you had eating binges, when you ate way more than you needed to the point of feeling sick. When was that? If this was true of you more than once, let me know when it was the worst",edsympotms_aoo_7,
mh_y_ksads_ed,ksads_eatingdis_raw_391_t,"You said that in the past you did things to control your weight like exercise excessively, restrict food, took laxatives, or diet pills. When was that? If this was true of you more than once, let me know when it was the worst",edsympotms_aoo_8,
mh_y_ksads_ed,ksads_eatingdis_raw_390_t,"You said that in the past you made yourself throw up once a week or more. When was that? If this was true of you more than once, let me know when it was the worst.",edsympotms_aoo_9,
mh_y_ksads_ed,ksads_eatingdis_raw_389_t,"You said that in the past you worried all the time about becoming fat. When was that? If this was true of you more than once, let me know when it was the worst",edsympotms_aoo_10,
mh_y_ksads_ed,ksads_eatingdis_raw_388_t,"You said that in the past two weeks you often worried about becoming fat, made yourself throw up, did things to control your weight, like exercise excessively, restrict food, took laxatives, or diet pills and had eating binges. When did this begin?",edsympotms_aoo_11,
mh_y_ksads_ed,ksads_eatingdis_raw_387_t,"You said that in the past two weeks you made yourself throw up once a week or more, did things to control your weight, like exercise excessively, restrict food, took laxatives, or diet pills and had eating binges, when you ate way more than you needed to the point of feeling sick. When did this begin?",edsympotms_aoo_12,
mh_y_ksads_ed,ksads_eatingdis_raw_386_t,"You said that in the past two weeks you worried all the time about becoming fat, did things to control your weight, like exercise excessively, restrict food, took laxatives, or diet pills and had eating binges, when you ate way more than you needed to the point of feeling sick. When did this begin?",edsympotms_aoo_13,
mh_y_ksads_ed,ksads_eatingdis_raw_385_t,"You said that in the past two weeks you worried all the time about becoming fat, made yourself throw up once a week or more and had eating binges, when you ate way more than you needed to the point of feeling sick. When did this begin?",edsympotms_aoo_14,
mh_y_ksads_ed,ksads_eatingdis_raw_384_t,"You said that in the past two weeks you worried all the time about becoming fat, made yourself throw up once a week or more and did things to control your weight like exercise excessively, restrict food, took laxatives, or diet pills. When did this begin?",edsympotms_aoo_15,
mh_y_ksads_ed,ksads_eatingdis_raw_383_t,"You said that in the past two weeks you did things to control your weight, like exercise excessively, restrict food, took laxatives, or diet pills and had eating binges, when you ate way more than you needed to the point of feeling sick. When did this begin?",edsympotms_aoo_16,
mh_y_ksads_ed,ksads_eatingdis_raw_382_t,"You said that in the past two weeks you made yourself throw up once a week or more and had eating binges, when you ate way more than you needed to the point of feeling sick. When did this begin?",edsympotms_aoo_17,
mh_y_ksads_ed,ksads_eatingdis_raw_381_t,"You said that in the past two weeks you made yourself throw up once a week or more and did things to control your weight, like exercise excessively, restrict food, took laxatives, or diet pills. When did this begin?",edsympotms_aoo_18,
mh_y_ksads_ed,ksads_eatingdis_raw_380_t,"You said that in the past two weeks you worried all the time about becoming fat and had eating binges, when you ate way more than you needed to the point of feeling sick. When did this begin?",edsympotms_aoo_19,
mh_y_ksads_ed,ksads_eatingdis_raw_378_t,You said that in the past two weeks you worried all the time about becoming fat and made yourself throw up once a week or more. When did this begin?,edsympotms_aoo_20,
